"GEO_ID","NAME","B28002_001E","B28002_001M","B28002_002E","B28002_002M","B28002_003E","B28002_003M","B28002_004E","B28002_004M","B28002_005E","B28002_005M","B28002_006E","B28002_006M","B28002_007E","B28002_007M","B28002_008E","B28002_008M","B28002_009E","B28002_009M","B28002_010E","B28002_010M","B28002_011E","B28002_011M","B28002_012E","B28002_012M","B28002_013E","B28002_013M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!With an Internet subscription","Margin of Error!!Total!!With an Internet subscription","Estimate!!Total!!With an Internet subscription!!Dial-up with no other type of Internet subscription","Margin of Error!!Total!!With an Internet subscription!!Dial-up with no other type of Internet subscription","Estimate!!Total!!With an Internet subscription!!Broadband of any type","Margin of Error!!Total!!With an Internet subscription!!Broadband of any type","Estimate!!Total!!With an Internet subscription!!Cellular data plan","Margin of Error!!Total!!With an Internet subscription!!Cellular data plan","Estimate!!Total!!With an Internet subscription!!Cellular data plan!!Cellular data plan with no other type of Internet subscription","Margin of Error!!Total!!With an Internet subscription!!Cellular data plan!!Cellular data plan with no other type of Internet subscription","Estimate!!Total!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL","Margin of Error!!Total!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL","Estimate!!Total!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL!!Broadband such as cable, fiber optic or DSL with no other type of Internet subscription","Margin of Error!!Total!!With an Internet subscription!!Broadband such as cable, fiber optic or DSL!!Broadband such as cable, fiber optic or DSL with no other type of Internet subscription","Estimate!!Total!!With an Internet subscription!!Satellite Internet service","Margin of Error!!Total!!With an Internet subscription!!Satellite Internet service","Estimate!!Total!!With an Internet subscription!!Satellite Internet service!!Satellite Internet service with no other type of Internet subscription","Margin of Error!!Total!!With an Internet subscription!!Satellite Internet service!!Satellite Internet service with no other type of Internet subscription","Estimate!!Total!!With an Internet subscription!!Other service with no other type of Internet subscription","Margin of Error!!Total!!With an Internet subscription!!Other service with no other type of Internet subscription","Estimate!!Total!!Internet access without a subscription","Margin of Error!!Total!!Internet access without a subscription","Estimate!!Total!!No Internet access","Margin of Error!!Total!!No Internet access"
"1400000US41043030800","Census Tract 308, Linn County, Oregon","3315","239","2495","264","11","18","2484","266","1768","277","158","102","2195","244","672","197","150","79","13","22","0","17","93","76","727","137"
"1400000US41043030100","Census Tract 301, Linn County, Oregon","2188","155","1863","180","44","42","1819","183","1239","178","301","139","1352","204","542","147","174","95","17","26","0","17","138","66","187","72"
"1400000US41057960300","Census Tract 9603, Tillamook County, Oregon","1058","85","878","90","8","12","870","90","660","93","41","22","722","82","160","41","153","49","46","27","0","12","26","24","154","46"
"1400000US41057960200","Census Tract 9602, Tillamook County, Oregon","1048","109","812","102","4","5","808","101","538","88","111","40","654","99","225","67","72","21","6","5","0","12","15","12","221","71"
"1400000US41057960800","Census Tract 9608, Tillamook County, Oregon","1239","188","888","182","0","12","888","182","515","134","78","36","749","175","362","135","92","49","11","17","0","12","12","19","339","157"
"1400000US41057960600","Census Tract 9606, Tillamook County, Oregon","986","141","848","138","0","12","848","138","530","116","137","84","615","129","244","108","114","81","74","76","0","12","13","17","125","76"
"1400000US41057960100","Census Tract 9601, Tillamook County, Oregon","1607","161","1285","140","18","17","1267","141","940","147","135","66","1020","139","306","91","128","50","16","17","0","12","44","26","278","86"
"1400000US41057960400","Census Tract 9604, Tillamook County, Oregon","3047","212","2483","221","41","38","2442","225","1543","252","278","161","2003","244","781","193","216","119","90","97","0","17","122","71","442","164"
"1400000US41057960500","Census Tract 9605, Tillamook County, Oregon","886","116","710","100","5","8","705","100","460","93","101","50","604","96","216","61","23","19","0","12","0","12","19","15","157","51"
"1400000US41057960700","Census Tract 9607, Tillamook County, Oregon","945","120","662","106","7","12","655","107","347","95","55","48","480","100","229","84","141","56","58","40","0","12","30","36","253","101"
"1400000US41045970600","Census Tract 9706, Malheur County, Oregon","1518","113","1108","105","7","10","1101","103","737","109","228","78","655","104","234","71","254","76","91","57","11","13","78","36","332","97"
"1400000US41045970200","Census Tract 9702, Malheur County, Oregon","1813","128","1270","137","0","12","1270","137","867","138","187","88","978","129","300","97","106","51","48","34","9","15","59","49","484","113"
"1400000US41045970500","Census Tract 9705, Malheur County, Oregon","1694","135","1223","122","0","12","1223","122","835","116","265","89","814","123","277","72","213","89","30","26","10","15","100","49","371","85"
"1400000US41045970700","Census Tract 9707, Malheur County, Oregon","660","79","494","67","0","12","494","67","314","61","117","52","243","53","132","35","145","42","32","17","3","4","11","10","155","55"
"1400000US41063960200","Census Tract 9602, Wallowa County, Oregon","819","72","584","82","4","5","580","80","335","67","44","28","461","79","191","48","97","37","26","19","0","12","36","23","199","54"
"1400000US41063960300","Census Tract 9603, Wallowa County, Oregon","1446","85","1087","103","0","12","1087","103","653","89","118","47","812","105","310","75","211","68","68","32","4","7","60","39","299","69"
"1400000US41067032104","Census Tract 321.04, Washington County, Oregon","1645","94","1566","102","7","11","1559","102","1233","94","83","43","1430","113","281","80","93","49","0","12","35","47","36","29","43","46"
"1400000US41063960100","Census Tract 9601, Wallowa County, Oregon","900","100","695","93","8","11","687","92","418","74","87","41","445","71","188","54","162","48","61","31","0","12","49","37","156","59"
"1400000US41067032700","Census Tract 327, Washington County, Oregon","1950","75","1695","98","18","14","1677","101","1240","105","192","62","1100","113","253","67","392","93","145","65","13","19","55","33","200","67"
"1400000US41067031804","Census Tract 318.04, Washington County, Oregon","2162","66","2043","100","6","10","2037","100","1676","152","124","103","1813","145","361","121","98","70","0","17","0","17","29","33","90","70"
"1400000US41067033500","Census Tract 335, Washington County, Oregon","1390","58","1189","84","9","11","1180","85","874","95","106","41","866","91","223","72","222","63","71","36","0","12","84","68","117","70"
"1400000US41067030401","Census Tract 304.01, Washington County, Oregon","2165","90","1718","132","0","12","1718","132","1314","161","148","105","1528","170","364","133","105","94","0","12","0","12","74","50","373","133"
"1400000US41067030502","Census Tract 305.02, Washington County, Oregon","1617","107","1488","106","0","12","1488","106","1180","129","51","32","1371","101","308","87","57","31","0","12","0","12","14","18","115","55"
"1400000US41067031200","Census Tract 312, Washington County, Oregon","3166","116","2451","212","19","29","2432","213","1737","256","249","134","2054","227","633","177","187","98","23","36","0","17","141","75","574","193"
"1400000US41067031606","Census Tract 316.06, Washington County, Oregon","2160","102","1940","129","0","17","1940","129","1551","181","133","83","1807","122","366","126","48","48","0","17","0","17","110","90","110","61"
"1400000US41067031613","Census Tract 316.13, Washington County, Oregon","2952","93","2637","146","0","17","2637","146","2039","193","196","114","2427","172","556","146","78","62","0","17","0","17","209","113","106","66"
"1400000US41067031807","Census Tract 318.07, Washington County, Oregon","1571","87","1373","99","0","12","1373","99","1062","99","72","59","1247","117","269","74","113","56","8","12","0","12","36","30","162","68"
"1400000US41067032404","Census Tract 324.04, Washington County, Oregon","2676","91","2362","157","14","21","2348","158","1783","183","174","111","2174","166","565","154","50","46","0","17","0","17","203","120","111","111"
"1400000US41067032406","Census Tract 324.06, Washington County, Oregon","3166","121","2817","176","0","17","2817","176","2100","200","127","76","2477","206","652","160","140","87","16","26","0","17","170","115","179","113"
"1400000US41067032604","Census Tract 326.04, Washington County, Oregon","2295","123","2005","175","0","17","2005","175","1471","204","202","146","1755","216","514","157","78","49","20","34","0","17","65","68","225","146"
"1400000US41067033400","Census Tract 334, Washington County, Oregon","773","62","618","70","6","9","612","70","471","69","85","34","370","57","93","38","148","51","37","23","0","12","49","37","106","43"
"1400000US41067030200","Census Tract 302, Washington County, Oregon","2705","87","2464","125","0","17","2464","125","2119","166","193","121","2256","162","316","123","43","41","15","24","0","17","69","48","172","92"
"1400000US41067030801","Census Tract 308.01, Washington County, Oregon","2869","149","2513","207","23","26","2490","209","1774","248","173","140","2264","224","686","211","18","29","0","17","0","17","150","149","206","136"
"1400000US41067031611","Census Tract 316.11, Washington County, Oregon","2943","199","2819","201","9","16","2810","203","2057","224","158","112","2595","227","714","144","106","114","0","17","0","17","50","75","74","92"
"1400000US41051009201","Census Tract 92.01, Multnomah County, Oregon","2907","166","2308","233","0","17","2308","233","1818","242","252","115","1900","267","417","107","181","97","73","85","0","17","8","14","591","185"
"1400000US41051009804","Census Tract 98.04, Multnomah County, Oregon","1137","73","857","104","20","22","837","105","661","122","101","62","711","118","176","88","51","43","0","12","0","12","14","17","266","101"
"1400000US41051009903","Census Tract 99.03, Multnomah County, Oregon","2281","64","2193","86","0","17","2193","86","1576","174","88","64","2088","118","600","162","46","45","17","27","0","17","11","19","77","64"
"1400000US41051010100","Census Tract 101, Multnomah County, Oregon","3664","206","3106","235","5","17","3101","236","2189","265","298","147","2773","269","801","199","192","104","15","23","0","17","80","102","478","134"
"1400000US41051010306","Census Tract 103.06, Multnomah County, Oregon","1691","102","1547","115","0","17","1547","115","1195","130","158","88","1368","107","331","90","77","35","21","24","0","17","10","15","134","78"
"1400000US41051010409","Census Tract 104.09, Multnomah County, Oregon","2865","150","2554","177","19","28","2535","182","2079","219","158","79","2326","197","438","139","85","58","0","17","0","17","54","46","257","115"
"1400000US41051001601","Census Tract 16.01, Multnomah County, Oregon","2503","165","2179","177","15","23","2164","176","1806","185","153","102","1976","177","331","130","85","52","0","17","12","21","68","73","256","91"
"1400000US41051000601","Census Tract 6.01, Multnomah County, Oregon","1952","79","1710","112","0","17","1710","112","1354","131","208","92","1436","131","318","93","83","58","32","29","6","9","26","39","216","70"
"1400000US41051000901","Census Tract 9.01, Multnomah County, Oregon","2042","73","1888","96","0","12","1888","96","1588","133","44","41","1796","102","300","87","64","52","0","12","0","12","10","16","144","69"
"1400000US41051000902","Census Tract 9.02, Multnomah County, Oregon","2108","111","1863","142","0","12","1863","142","1521","175","81","59","1765","145","342","119","37","37","0","12","0","12","69","76","176","84"
"1400000US41051001702","Census Tract 17.02, Multnomah County, Oregon","1559","77","1380","103","9","13","1371","104","1031","116","200","95","1088","127","291","102","63","41","9","15","28","26","54","38","125","70"
"1400000US41051001900","Census Tract 19, Multnomah County, Oregon","1972","76","1822","98","10","15","1812","98","1505","107","93","53","1690","109","286","79","48","35","11","18","10","15","9","14","141","74"
"1400000US41051002501","Census Tract 25.01, Multnomah County, Oregon","1722","50","1674","57","8","13","1666","58","1407","80","105","51","1552","65","250","65","47","32","0","12","0","12","17","18","31","27"
"1400000US41051002600","Census Tract 26, Multnomah County, Oregon","1076","55","1003","70","8","13","995","69","845","75","77","44","895","77","150","49","19","22","0","12","0","12","8","12","65","37"
"1400000US41051002702","Census Tract 27.02, Multnomah County, Oregon","1694","77","1259","120","0","12","1259","120","1007","109","124","77","1092","125","241","81","40","30","11","19","0","12","49","32","386","116"
"1400000US41051002902","Census Tract 29.02, Multnomah County, Oregon","2475","112","2101","179","0","17","2101","179","1748","198","141","64","1839","174","276","108","115","78","63","59","0","17","160","107","214","138"
"1400000US41051003502","Census Tract 35.02, Multnomah County, Oregon","1043","69","970","71","6","10","964","73","872","75","47","25","876","77","87","35","62","45","0","12","0","12","18","15","55","33"
"1400000US41051003701","Census Tract 37.01, Multnomah County, Oregon","1969","82","1659","125","0","12","1659","125","1346","133","313","120","1301","149","301","84","59","36","0","12","0","12","35","32","275","101"
"1400000US41051003902","Census Tract 39.02, Multnomah County, Oregon","1351","60","1188","85","0","12","1188","85","945","101","87","61","1058","104","224","74","114","52","0","12","0","12","29","26","134","78"
"1400000US41051004800","Census Tract 48, Multnomah County, Oregon","2049","137","1802","166","0","12","1802","166","1430","181","122","67","1599","185","332","128","13","20","13","20","0","12","84","59","163","89"
"1400000US41051004900","Census Tract 49, Multnomah County, Oregon","2937","187","2308","199","0","12","2308","199","1957","206","247","104","2026","202","351","117","35","41","0","12","0","12","260","138","369","156"
"1400000US41051006702","Census Tract 67.02, Multnomah County, Oregon","1449","72","1330","83","0","12","1330","83","1023","97","94","58","1181","107","269","87","67","54","0","12","0","12","40","39","79","53"
"1400000US41051010500","Census Tract 105, Multnomah County, Oregon","1468","120","1248","130","51","37","1197","126","992","128","119","82","970","138","187","80","44","35","9","14","0","12","33","32","187","79"
"1400000US41051008201","Census Tract 82.01, Multnomah County, Oregon","1308","62","1025","87","21","21","1004","86","791","101","159","79","837","102","185","68","36","36","8","13","0","12","33","26","250","80"
"1400000US41051009603","Census Tract 96.03, Multnomah County, Oregon","1281","72","1037","106","7","12","1030","105","768","107","144","90","851","116","246","83","46","31","0","12","16","18","40","39","204","87"
"1400000US41051010200","Census Tract 102, Multnomah County, Oregon","2401","224","2027","234","0","17","2027","234","1530","276","204","123","1807","258","483","171","182","127","14","23","0","17","18","28","356","150"
"1400000US41051000302","Census Tract 3.02, Multnomah County, Oregon","2666","111","2492","135","0","17","2492","135","2043","159","165","92","2313","150","435","125","98","71","0","17","0","17","15","24","159","89"
"1400000US41051003200","Census Tract 32, Multnomah County, Oregon","1758","86","1675","94","0","12","1675","94","1296","118","125","59","1550","96","379","84","16","19","0","12","0","12","10","16","73","43"
"1400000US41051003302","Census Tract 33.02, Multnomah County, Oregon","1339","93","1234","97","9","15","1225","98","1056","117","116","80","1045","123","166","77","95","63","3","8","0","12","19","21","86","60"
"1400000US41051003401","Census Tract 34.01, Multnomah County, Oregon","1516","110","1431","114","21","24","1410","116","1081","126","149","76","1240","133","304","92","29","26","12","18","0","12","0","12","85","46"
